61722	40024
11498	33040
13672	2037
16126	145762
30676	122152
60145	77461
4886	77314
56613	3367
54630	124146
32994	31150
20473	157521
53871	131366
49188	143603
47427	50034
2730	45447
21352	75231
61595	34453
50748	74065
1494	102721
3996	70561
16477	21103
36290	36701
14227	33446
40068	50266
16025	37744
26820	33442
8819	156320
55114	111373
59488	71740
24698	61461
55777	50564
31426	7651
20517	40613
50866	74702
14264	105357
7998	151334
30171	43714
28211	4262
27106	106151
26924	24734
12348	115312
35991	10565
65354	164015
28696	173542
61973	171636
14127	5343
61374	162036
16358	154400
3309	167164
12077	44770
46441	63671
26851	104763
58481	107505
8904	101142
57310	40572
35123	165022
28649	50153
22211	72571
59782	31633
62082	57006
42725	113746
63848	50664
32141	27746
1609	57452
11673	76701
57711	133270
14164	176024
41471	71221
17877	146301
29121	155734
55692	146352
64227	74561
33252	131427
48251	104525
30274	53364
34511	47776
18258	106551
55424	104411
17863	122372
22357	55342
6250	22721
15377	170255
62012	65224
16508	115353
31589	164324
30147	126557
3926	22425
37153	77374
43053	57204
9874	110746
38929	176120
27955	7621
6155	122455
65340	50460
1357	175615
4602	144453
31568	137400
33310	107576
52074	134226
65221	63770
52131	110134
3112	35532
38876	153317
37250	177166
27573	131432
28628	61666
31197	111762
50759	134374
59995	65530
28344	22206
26722	50442
48504	140644
39462	137705
34517	141043
2024	101332
48996	125763
22136	2624
52914	21203
60540	115254
10987	100660
6188	130421
41367	145407
45458	20044
42200	154573
41782	7214
43023	10607
5119	170443
56823	41334
27806	10650
10463	113303
57751	3046
5732	124420
34640	120707
59381	17077
32805	105512
26625	171306
16287	155303
41295	44037
58653	160206
1827	32120
61256	6105
2728	161347
61085	116243
22349	102713
21492	170557
41136	164315
30951	133270
48794	130201
55017	155440
58877	44662
39538	61167
17384	12042
44083	41117
36076	52221
6522	130263
16705	31712
36148	30172
34072	120375
4883	31546
63831	143055
8465	110063
43804	140315
10863	114541
32033	56335
39481	121251
22458	50037
57703	124642
7171	72063
28950	21646
62456	166554
11622	153641
4649	55226
16364	24442
35139	61224
58479	170430
12917	65041
20164	105204
51490	40200
45780	61212
52224	113732
42209	43113
24715	76072
5882	16372
25036	17171
58445	140601
41215	34523
37934	165142
13486	124274
17687	31063
62720	63361
31608	74614
41352	114247
17531	111001
10477	6717
20665	16714
39909	132517
24472	170260
55325	152433
31280	50345
17842	154547
35957	44122
31077	75123
49824	167550
37063	57266
12231	6455
19265	21312
59788	51205
4981	7743
39882	63305
12901	150675
10561	137364
45135	121450
52680	130325
63063	20062
32515	157024
1567	157646
16980	65302
29969	37030
42814	31370
58510	164161
12475	61313
49324	67567
35777	1500
6994	152201
26636	143075
21620	27651
53096	5041
60514	122430
44398	14646
61647	143514
12751	122371
7737	151667
46831	120744
34782	4123
53396	156647
37813	32153
16714	60663
16317	131650
24520	26467
47916	15755
34965	153337
40172	74664
15361	16535
50712	131006
57902	151634
50620	121436
57616	15701
46100	27374
35001	145247
13774	117060
50867	155614
39219	136425
64992	42424
28170	144246
25088	70555
24794	172055
63309	72200
3725	120243
14261	13652
964	52210
54365	45523
7329	125171
63716	147265
12597	132460
57031	5130
14435	157003
24573	5434
25985	145006
62999	10670
17993	66120
8794	150254
59814	23234
1965	154770
51763	77066
27900	117427
50228	25137
55998	162417
14069	36513
54833	141714
11436	4515
60432	62674
47674	4521
59757	34165
28150	10441
